n=300;
m=500;
c=[196 102 160 161 128 168 151 118 148 198 165 165 172 102 152 171 169 187 174 155 171 140 138 166 140 139 133 195 131 161 151 115 140 176 123 161 114 199 112 186 184 100 169 158 120 158 175 119 118 161 152 161 127 194 146 149 101 149 110 117 102 137 140 104 200 170 195 185 165 118 108 159 106 100 177 125 178 110 193 105 193 168 177 187 146 167 138 181 200 165 122 107 141 197 175 200 121 182 192 141 105 148 126 121 189 124 116 193 103 122 176 126 144 154 163 120 193 159 158 127 135 173 117 121 142 113 194 154 163 152 150 196 119 189 163 175 154 137 163 179 168 148 178 123 143 101 139 124 169 187 150 153 180 185 159 166 151 170 156 150 126 168 183 186 103 142 104 193 155 182 101 105 111 142 183 200 160 121 109 145 118 104 144 125 188 180 130 134 188 183 110 184 113 138 152 140 151 199 180 181 153 123 198 104 145 102 128 118 192 185 110 143 105 105 183 103 190 101 102 186 145 163 178 144 170 117 198 156 191 195 131 100 138 198 187 122 172 137 186 151 114 189 108 180 117 193 124 154 118 151 177 134 121 121 138 181 137 194 190 193 137 100 147 125 159 187 188 133 188 109 200 167 112 130 186 113 151 196 173 155 137 123 143 113 179 162 104 134 110 125 100 143 117 156 170 114 124 139 138 140 192 105 181 182 124 126 154 174 191 102 152 101 139 128 186 169 172 143 103 184 113 109 112 189 159 162 102 142 157 129 143 199 158 113 155 103 155 157 137 134 124 164 117 159 130 160 197 112 167 119 129 179 123 196 173 184 102 147 125 190 110 139 150 146 119 127 132 128 101 192 102 158 145 196 194 164 120 121 139 122 118 133 120 183 124 168 200 189 186 150 179 112 176 182 116 187 130 197 123 110 132 141 159 148 126 135 118 114 156 152 130 177 192 135 150 161 185 171 195 132 151 188 107 198 176 120 143 195 165 119 198 142 152 145 101 124 196 157 106 132 155 140 105 129 147 156 181 140 156 174 171 113 173 116 140 113 135 111 183 156 100 186 103 153 112 103 174 158 172 179 192 128 120 185 102 142 152 170 130 190 198 198 189 141 194 157 165 104 165 128 177 153 160 136 122 161 199 162 179 108];
w=[39 57 92 71 41 58 83 29 38 53 58 59 54 28 94 19 25 61 20 50 37 89 92 79 99 31 67 46 29 59 67 76 69 30 44 29 42 81 85 60 46 70 50 62 90 63 35 24 14 74 21 97 58 61 93 24 34 50 51 17 14 66 55 92 57 50 87 97 94 80 36 52 21 30 89 51 33 42 54 26 61 95 96 37 45 14 61 32 49 100 71 24 48 24 97 25 66 89 93 63 74 68 27 62 81 50 13 40 85 62 40 91 48 92 65 34 54 19 75 20 42 16 89 76 100 63 54 65 13 79 50 26 62 18 65 42 22 22 90 49 99 54 95 55 97 43 82 93 26 86 31 89 87 47 65 50 39 99 79 83 67 49 68 75 10 92 90 21 81 54 70 21 66 10 61 17 50 17 67 47 30 36 14 80 36 70 98 88 94 73 14 68 91 51 14 77 86 45 46 24 18 87 20 100 99 31 96 80 89 92 28 22 81 59 86 94 85 78 77 69 65 11 24 67 64 99 83 50 18 99 71 27 33 24 49 32 60 63 75 64 24 65 66 11 63 12 31 21 87 14 50 47 21 85 63 91 35 74 90 75 71 99 83 61 78 82 28 58 31 11 10 17 52 41 27 15 44 77 94 14 37 38 23 34 63 69 81 11 64 33 16 99 42 53 59 32 46 31 98 96 51 53 67 31 51 52 49 52 35 16 59 65 82 68 68 31 51 79 79 98 53 20 78 11 86 70 96 12 80 89 71 53 45 97 84 63 86 14 38 91 56 73 27 48 48 54 67 20 45 51 45 73 91 91 46 81 71 72 41 95 80 23 43 21 82 89 10 65 41 10 93 20 85 86 38 71 57 79 79 58 18 98 57 68 29 76 75 33 71 89 31 90 87 21 80 57 78 72 54 48 81 48 21 98 82 60 73 66 39 58 16 41 74 10 64 44 20 83 49 56 93 83 25 74 72 53 51 20 85 36 22 46 81 15 50 91 64 55 39 43 78 100 77 48 79 74 58 41 80 83 85 39 73 71 41 51 19 65 89 73 48 57 53 81 79 90 92 100 67 42 33 73 69 28 47 27 45 30 30 51 14 62 18 95 79 41 72 18 95 16 97 46 72 41 12 39 65 74 83 85];
t=[
[0 81 -1 -1 69 78 -1 44 70 21 -1 79 52 -1 16 -1 48 50 -1 48 61 -1 24 88 43 -1 54 16 29 70 55 43 13 82 -1 -1 -1 16 68 27 16 30 80 22 -1 11 59 17 -1 27 75 25 85 -1 93 28 40 -1 16 46 -1 13 66 41 15 45 18 18 18 74 53 65 91 51 -1 41 16 39 45 68 99 73 89 15 58 70 21 84 26 76 80 73 91 13 -1 -1 30 92 -1 59 25 95 53 46 47 30 50 77 47 90 -1 -1 99 92 -1 -1 28 52 -1 39 93 -1 100 69 76 89 -1 48 81 35 85 31 55 37 -1 64 -1 16 17 23 72 65 67 81 -1 38 20 70 39 -1 40 55 24 46 49 29 32 14 17 69 90 -1 -1 -1 65 38 41 66 98 23 19 13 55 69 37 44 30 79 95 73 30 65 11 25 -1 82 76 39 45 60 -1 88 84 89 32 -1 39 54 -1 13 66 27 62 44 10 86 85 90 -1 14 -1 22 46 52 58 -1 58 72 50 -1 73 38 67 98 40 -1 60 62 29 18 98 49 90 42 -1 12 -1 -1 80 55 58 80 90 87 25 86 28 13 52 23 12 54 -1 27 20 -1 15 80 15 20 92 23 -1 -1 78 -1 65 66 -1 48 46 69 51 89 90 -1 72 81 39 28 17 66 50 68 33 13 13 95 -1 82 23 46 44 43 29 91 90 87 11 62]
[81 0 43 53 47 -1 76 88 52 61 93 82 -1 -1 60 38 -1 58 24 -1 53 79 41 62 30 79 -1 99 20 40 71 69 -1 68 -1 60 14 26 98 38 23 -1 49 55 -1 93 -1 44 83 52 18 68 87 17 18 47 37 43 56 94 -1 40 87 33 59 57 27 67 45 23 83 33 88 37 33 41 -1 94 46 80 66 46 26 88 55 16 -1 48 19 -1 34 80 42 10 64 91 -1 42 92 76 79 53 31 32 59 85 -1 34 91 29 32 72 79 38 31 86 -1 -1 88 100 28 38 85 33 34 -1 -1 -1 64 89 -1 -1 99 18 32 98 38 31 18 61 97 33 24 63 72 47 -1 -1 73 75 25 -1 92 35 -1 17 94 97 99 66 -1 100 89 -1 22 -1 19 86 20 64 32 47 75 84 15 54 38 29 83 56 -1 52 23 90 57 99 71 81 -1 32 29 69 53 93 17 78 45 43 95 80 -1 63 38 25 -1 -1 25 34 45 99 -1 30 43 49 10 81 42 80 67 15 82 82 -1 14 -1 96 97 90 55 -1 -1 27 -1 60 75 -1 82 72 39 87 86 16 54 85 75 82 38 25 64 81 68 38 68 31 84 -1 62 42 64 31 33 89 15 49 -1 81 18 15 63 33 72 -1 43 98 69 24 83 -1 25 14 67 10 13 -1 71 43 68 98 91 38 52 95 -1 66 31 56 86 -1 73 87]
[-1 43 0 27 87 67 41 17 39 98 38 66 83 47 74 -1 -1 -1 34 -1 79 40 -1 55 56 98 36 -1 -1 10 78 60 35 68 68 93 86 73 56 91 94 36 -1 38 -1 25 62 50 86 83 83 94 78 -1 51 64 -1 99 94 43 -1 33 10 20 76 52 -1 52 69 93 21 64 91 12 -1 28 94 30 70 95 23 74 89 41 40 57 -1 97 60 49 78 90 67 21 75 20 71 82 37 -1 71 93 -1 56 24 98 -1 22 99 19 84 38 49 64 56 84 -1 80 92 61 32 23 90 40 29 78 17 65 -1 36 50 42 54 72 29 13 100 -1 33 98 73 -1 10 70 22 20 37 86 -1 84 34 53 -1 -1 58 87 -1 11 56 38 99 65 13 42 62 90 69 -1 -1 31 96 95 -1 62 11 74 23 19 79 -1 27 18 88 60 70 76 -1 47 65 21 62 32 36 13 -1 29 93 -1 69 72 89 99 66 92 31 93 54 70 59 -1 -1 82 20 64 24 -1 -1 -1 17 77 -1 -1 11 13 55 96 92 -1 54 73 81 98 88 33 99 -1 14 51 -1 85 72 96 47 82 -1 -1 45 36 84 -1 43 -1 -1 65 37 -1 -1 -1 86 80 36 45 33 -1 85 44 44 43 73 22 51 85 14 48 35 67 -1 -1 41 -1 -1 75 76 22 62 82 92 60 -1 49 61 62 30 48 44 -1 36 67 -1 -1]
[-1 53 27 0 88 -1 -1 64 71 -1 64 45 15 38 98 15 -1 51 45 67 86 -1 83 95 62 -1 49 43 91 85 16 17 -1 19 61 46 63 -1 58 80 24 90 78 87 83 98 24 14 24 18 -1 97 60 -1 10 58 62 -1 58 -1 -1 20 36 65 38 67 90 100 85 30 41 80 69 51 18 36 -1 -1 -1 -1 19 33 -1 98 30 77 57 45 84 92 84 -1 91 -1 -1 61 44 17 -1 -1 34 75 48 75 16 79 -1 -1 15 -1 72 61 -1 69 -1 47 89 36 21 25 77 73 -1 86 23 45 60 25 -1 -1 -1 67 22 -1 15 -1 -1 69 76 49 80 95 23 49 -1 87 70 73 -1 12 -1 27 -1 53 71 11 68 61 34 -1 83 52 19 54 15 -1 62 77 42 -1 29 36 93 60 95 95 41 68 86 69 -1 72 -1 29 21 -1 17 61 60 33 95 46 84 13 -1 49 -1 -1 75 44 83 27 48 -1 -1 71 27 -1 26 93 65 44 60 74 40 15 96 75 -1 -1 -1 50 97 77 41 92 53 74 94 29 55 91 47 92 -1 62 28 -1 53 77 66 72 50 46 71 73 79 95 99 86 -1 51 24 17 96 45 57 -1 98 65 38 71 59 46 79 43 93 -1 55 -1 -1 87 79 49 -1 60 47 87 21 -1 95 91 80 19 62 62 30 31 73 25 12 72 84 -1 47 -1 17 -1 21 85]
[69 47 87 88 0 22 -1 -1 64 -1 55 36 21 56 -1 -1 53 13 76 97 -1 39 18 -1 96 35 79 25 26 97 55 15 88 71 -1 -1 54 43 24 45 17 67 15 26 38 24 94 78 36 76 23 87 -1 73 31 59 12 73 -1 -1 64 83 49 79 39 96 69 38 66 -1 98 63 76 69 26 33 94 47 89 -1 10 42 43 -1 31 20 54 11 26 -1 -1 33 70 75 80 91 25 71 89 33 34 50 78 55 56 34 53 50 -1 99 90 -1 -1 99 -1 36 16 46 24 31 24 -1 30 99 -1 33 27 72 -1 72 38 63 -1 49 30 -1 -1 51 34 33 -1 41 38 45 59 74 68 80 45 57 12 -1 54 50 51 47 15 48 33 40 19 -1 -1 80 31 42 56 68 48 21 55 -1 60 15 51 46 23 41 28 -1 34 95 97 -1 92 94 16 63 75 12 16 34 33 74 24 70 100 82 61 54 15 -1 100 18 -1 57 75 49 76 25 -1 53 40 -1 73 17 32 51 15 72 79 93 28 18 -1 40 92 19 76 -1 -1 57 98 32 40 46 41 40 41 79 99 69 67 18 91 46 -1 55 44 66 32 79 84 98 48 26 49 92 -1 39 97 19 -1 66 47 45 -1 77 -1 70 43 73 22 68 44 -1 -1 50 49 -1 86 35 46 11 35 -1 50 -1 32 92 41 -1 48 69 72 11 46 28 86 -1]
[78 -1 67 -1 22 0 89 35 -1 90 -1 88 97 -1 35 35 94 -1 22 21 -1 99 24 69 43 31 17 43 80 100 45 17 42 68 30 40 85 93 72 34 25 76 78 60 60 71 12 98 59 64 72 50 -1 93 16 -1 93 99 89 71 -1 32 25 -1 44 74 78 69 39 95 48 29 83 75 93 -1 19 11 94 71 88 -1 68 26 -1 29 -1 100 62 92 -1 82 44 48 54 94 -1 76 40 -1 93 14 77 71 33 76 73 63 97 -1 19 81 70 89 10 85 52 18 49 83 19 21 81 -1 43 25 18 86 39 21 -1 21 94 76 51 18 18 73 45 69 80 79 85 -1 -1 -1 37 71 30 68 59 72 26 71 55 20 19 -1 34 -1 50 89 27 96 68 19 35 -1 85 61 -1 91 23 37 -1 93 -1 95 36 30 44 25 70 45 82 50 98 -1 76 18 81 24 50 40 90 -1 96 19 56 52 82 11 71 -1 26 52 -1 18 22 12 55 76 30 17 58 -1 -1 89 -1 -1 -1 -1 32 83 -1 85 38 -1 13 91 24 22 -1 49 -1 56 -1 65 66 96 28 63 16 74 74 16 79 81 27 17 -1 -1 35 94 92 81 -1 52 15 49 14 17 20 66 17 88 81 46 37 33 32 18 72 -1 -1 80 41 -1 34 88 -1 45 99 82 -1 36 89 -1 -1 15 83 18 56 -1 78 18 49 85 12 -1]
[-1 76 41 -1 -1 89 0 18 21 78 63 80 46 -1 36 -1 57 27 87 10 57 60 82 73 -1 32 70 -1 46 42 -1 31 77 -1 21 -1 -1 74 77 67 96 30 20 51 36 -1 -1 -1 46 -1 47 67 87 57 69 72 10 -1 64 69 69 -1 -1 -1 -1 56 39 82 67 75 61 -1 54 -1 79 63 86 76 82 30 76 90 68 96 95 49 33 34 25 93 83 34 12 -1 31 63 -1 -1 23 -1 10 -1 76 64 33 76 -1 49 49 81 60 75 66 71 88 41 84 67 27 81 18 12 -1 92 -1 79 77 61 79 -1 25 12 -1 59 84 57 85 56 -1 -1 41 48 75 29 51 -1 65 18 90 -1 99 -1 18 28 20 41 49 21 77 -1 -1 99 50 71 72 32 74 84 66 26 29 78 71 -1 15 79 47 63 52 60 82 40 -1 52 99 -1 49 13 41 73 38 33 89 30 -1 54 99 -1 46 49 24 65 98 96 61 46 -1 52 45 69 26 13 58 41 16 -1 15 -1 71 76 95 28 12 91 73 85 92 -1 100 -1 59 59 54 84 23 60 96 -1 55 26 22 -1 55 -1 63 87 73 31 58 93 99 83 -1 36 72 11 84 12 -1 99 62 60 49 48 81 35 -1 -1 40 27 49 35 47 67 16 45 20 11 40 -1 33 -1 -1 81 59 55 81 80 -1 33 43 -1 68 34 -1 84 84 -1 -1 47]
[44 88 17 64 -1 35 18 0 39 32 90 42 100 25 -1 60 19 37 50 39 30 12 72 32 46 72 -1 82 22 57 84 46 -1 13 -1 -1 -1 83 61 30 46 27 50 53 12 85 22 80 85 92 -1 62 -1 -1 20 17 92 23 72 -1 27 56 25 25 72 48 72 10 43 74 55 73 80 -1 46 93 -1 63 77 77 34 59 20 69 -1 69 41 -1 72 21 23 61 36 96 29 -1 81 20 89 20 17 35 64 45 50 95 -1 -1 88 30 -1 66 86 32 95 78 35 14 81 -1 49 35 39 34 37 -1 48 20 65 67 23 44 79 45 -1 32 36 -1 49 17 79 -1 85 -1 12 10 95 75 26 10 81 36 10 -1 100 96 44 74 80 64 59 89 63 67 13 64 39 34 40 34 92 22 19 -1 22 20 75 99 -1 19 20 31 40 34 -1 -1 52 65 54 34 -1 -1 -1 84 -1 -1 56 97 -1 -1 95 -1 46 20 93 99 46 64 89 -1 25 36 82 58 94 72 22 33 -1 -1 -1 59 30 22 76 100 81 84 29 90 68 65 93 79 44 75 79 42 70 -1 -1 -1 59 -1 -1 16 23 91 80 70 43 21 -1 57 78 74 -1 53 61 20 19 18 83 12 48 58 45 84 -1 74 24 48 -1 -1 64 44 80 77 49 16 -1 62 86 57 -1 -1 -1 94 93 100 -1 -1 84 97 -1 -1 -1 -1 77 -1]
[70 52 39 71 64 -1 21 39 0 64 94 78 -1 82 52 11 15 76 74 20 66 40 68 83 -1 71 88 65 95 18 58 23 57 87 -1 49 82 43 71 73 13 56 59 -1 67 77 53 63 12 -1 -1 59 -1 98 39 81 54 79 45 61 -1 78 63 90 74 70 78 91 -1 -1 50 -1 17 61 63 -1 67 100 -1 43 59 63 -1 86 18 57 -1 12 -1 -1 74 49 60 -1 81 65 -1 90 41 -1 29 90 -1 65 24 69 78 93 -1 92 35 94 18 20 -1 67 66 39 94 19 65 38 47 81 43 99 19 -1 57 83 59 11 63 69 55 -1 56 77 95 86 12 56 15 50 23 25 92 53 62 -1 80 16 52 92 20 68 82 -1 50 69 30 -1 84 35 53 28 -1 53 31 52 25 -1 75 -1 81 -1 100 72 60 61 96 20 -1 -1 89 83 35 55 97 30 31 68 77 -1 90 68 40 -1 76 41 -1 58 -1 81 99 96 92 19 67 45 80 89 73 87 68 66 -1 -1 40 43 68 59 69 97 40 56 84 14 79 71 -1 12 64 71 82 36 37 -1 89 38 14 64 98 25 30 -1 59 93 22 -1 37 51 38 79 31 -1 -1 27 65 14 47 49 95 -1 93 -1 -1 22 20 -1 24 56 56 -1 27 23 56 76 47 42 85 -1 85 34 69 51 27 25 71 -1 95 35 -1 18 38 65 -1 17 14 100]
[21 61 98 -1 -1 90 78 32 64 0 64 40 71 -1 15 25 -1 36 91 40 33 14 100 87 30 24 -1 27 91 27 35 -1 55 89 89 44 10 94 30 79 29 33 98 76 70 -1 -1 -1 84 34 33 -1 25 -1 41 57 47 19 43 -1 50 88 -1 18 71 -1 17 -1 100 47 -1 59 -1 -1 61 75 -1 93 87 90 97 36 94 -1 64 -1 24 38 72 100 30 10 40 71 86 77 59 17 58 -1 11 51 18 52 -1 -1 13 58 78 47 66 -1 -1 44 68 50 -1 93 16 38 35 -1 -1 71 51 27 -1 33 67 79 20 42 25 92 84 -1 91 10 46 86 -1 10 79 31 71 41 93 54 67 29 29 66 98 10 41 30 81 12 39 80 17 87 33 72 -1 82 17 90 -1 61 -1 58 25 -1 28 35 18 39 49 83 51 49 83 -1 -1 43 95 11 -1 -1 56 14 61 87 11 38 92 90 -1 54 90 -1 16 39 73 61 20 34 37 27 30 91 25 91 -1 -1 -1 23 77 39 12 16 44 48 -1 58 91 78 69 46 91 -1 41 17 98 37 70 -1 32 52 87 21 43 -1 -1 40 93 48 19 95 -1 40 -1 14 -1 69 74 52 19 10 39 -1 38 76 -1 88 59 18 69 25 38 74 89 84 -1 -1 83 -1 64 87 65 100 -1 47 37 94 16 35 30 55 43 -1 52 64 41 60 51 20 40 73]
