n=100;
m=100;
c=[290 256 259 229 222 204 300 208 210 203 271 219 203 300 249 239 251 230 242 227 235 269 278 291 294 283 200 249 267 243 241 265 300 241 246 285 231 224 244 221 218 234 232 228 216 258 298 262 259 252 234 279 228 238 240 221 299 239 264 236 226 219 238 288 201 265 253 267 267 281 257 286 250 205 289 285 288 230 244 284 281 266 256 298 203 273 278 239 238 204 246 275 215 283 212 251 290 264 206 209];
w=[265 153 179 212 260 167 224 195 191 269 201 246 148 126 232 145 254 282 284 290 193 276 144 132 133 113 165 256 217 220 136 199 180 237 155 207 244 205 155 219 291 211 111 184 230 240 224 183 175 162 267 193 125 141 293 253 251 155 155 284 125 235 167 199 184 207 173 288 203 273 261 227 150 213 122 264 154 226 148 142 295 143 180 216 256 218 173 162 124 289 168 106 284 132 190 174 164 224 176 144];
t=[
[0 401 -1 -1 201 161 151 -1 -1 -1 324 173 -1 -1 273 100 137 -1 -1 -1 -1 -1 -1 -1 490 -1 -1 -1 -1 -1 -1 -1 -1 -1 481 -1 477 135 -1 -1 -1 -1 -1 -1 -1 -1 466 -1 -1 -1 432 -1 -1 -1 330 -1 -1 -1 378 -1 119 -1 -1 424 -1 -1 -1 -1 -1 -1 -1 -1 439 469 315 -1 -1 -1 -1 -1 -1 -1 457 -1 -1 -1 253 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 345 353 -1]
[401 0 489 175 -1 -1 -1 -1 -1 -1 -1 -1 -1 478 -1 -1 163 -1 -1 -1 -1 -1 -1 254 462 -1 -1 -1 -1 -1 -1 -1 122 -1 -1 197 -1 -1 458 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 192 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 440 353 -1 461 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 354 -1 233 -1 -1 -1 -1 -1 -1 311 345 199 -1 -1 -1 147 -1 -1 -1 -1]
[-1 489 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 267 -1 -1 297 158 -1 -1 215 -1 290 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 442 116 356 -1 -1 -1 290 -1 -1 383 189 -1 -1 -1 -1 -1 283 -1 -1 -1 -1 483 -1 382 -1 -1 -1 -1 181 -1 -1 -1 485 355 -1 -1 184 -1 232 -1 456 452 -1 -1 -1 -1 132 -1 -1 -1 -1 -1 -1]
[-1 175 -1 0 -1 -1 -1 -1 -1 207 179 -1 170 -1 146 -1 -1 -1 -1 -1 -1 237 -1 -1 399 -1 -1 -1 117 -1 396 -1 -1 -1 -1 -1 -1 -1 -1 493 -1 -1 -1 -1 363 -1 -1 -1 235 -1 -1 -1 -1 -1 335 -1 -1 -1 -1 -1 -1 -1 471 -1 -1 297 -1 -1 -1 176 -1 -1 -1 128 -1 157 380 223 -1 -1 -1 -1 -1 -1 -1 -1 217 -1 -1 -1 -1 -1 148 -1 -1 -1 -1 -1 431 -1]
[201 -1 -1 -1 0 -1 371 -1 137 -1 452 -1 354 -1 204 -1 -1 -1 -1 -1 -1 247 -1 269 -1 -1 -1 299 -1 -1 -1 -1 -1 -1 -1 240 -1 -1 364 158 -1 -1 -1 -1 -1 203 -1 -1 -1 -1 -1 338 -1 138 -1 -1 -1 -1 -1 -1 202 -1 -1 221 285 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 473 -1 -1 -1 -1 -1 -1 -1 -1 169 -1 -1 -1 -1 -1 500 -1 -1 -1]
[161 -1 -1 -1 -1 0 -1 -1 225 -1 -1 -1 -1 -1 -1 329 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 488 233 -1 -1 101 -1 354 349 126 -1 207 -1 -1 -1 203 404 -1 -1 -1 -1 460 290 -1 455 -1 -1 -1 -1 -1 -1 390 469 117 -1 -1 -1 -1 -1 390 474 -1 -1 -1 -1 197 -1 319 -1 -1 -1 268 -1 -1 -1 -1 -1 -1 -1 359 -1 -1 -1 -1 -1 -1 376 -1]
[151 -1 -1 -1 371 -1 0 -1 -1 -1 -1 -1 -1 354 -1 -1 -1 -1 -1 -1 -1 -1 488 -1 176 -1 383 -1 -1 -1 -1 -1 -1 -1 -1 -1 294 -1 -1 -1 -1 450 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 427 -1 311 477 -1 -1 309 -1 458 -1 -1 -1 -1 255 -1 105 -1 -1 298 -1 -1 423 360 -1 -1 -1 -1 -1 -1 -1 -1 233 365 -1 -1 112]
[-1 -1 -1 -1 -1 -1 -1 0 -1 -1 313 -1 -1 -1 -1 -1 256 419 286 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 321 396 -1 -1 -1 -1 -1 -1 329 -1 361 256 -1 -1 -1 -1 133 -1 -1 -1 222 -1 -1 -1 281 -1 298 -1 -1 428 -1 421 499 -1 -1 -1 -1 348 -1 -1 -1 -1 408 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 261 -1 -1 337 -1 -1 -1 -1 437 -1 -1 -1 -1 308]
[-1 -1 -1 -1 137 225 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 349 -1 -1 -1 -1 -1 -1 -1 264 -1 -1 -1 356 -1 -1 -1 438 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 163 464 -1 -1 -1 388 -1 -1 -1 -1 369 -1 -1 176 -1 244 -1 -1 -1 -1 -1 -1 -1 -1 453 -1 -1 322 -1 360 -1 -1 -1 -1 -1 362 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 167 -1 -1 403 -1 240]
[-1 -1 -1 207 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 386 -1 -1 374 -1 370 -1 -1 -1 -1 -1 160 -1 -1 -1 -1 -1 -1 -1 -1 -1 343 458 -1 115 -1 -1 -1 -1 168 -1 479 -1 -1 407 -1 -1 403 -1 -1 -1 -1 251 -1 -1 -1 -1 490 -1 -1 -1 345 163 -1 -1 -1 -1 194 -1 -1 -1 -1 -1 291 -1 -1 -1 -1 -1 -1 -1 -1 -1 482 -1 -1 -1 -1 -1 462 -1 -1 -1 -1]
