n=85;
m=85;
c=[265 264 285 268 231 223 248 238 259 254 219 219 265 229 300 269 205 276 200 274 297 207 291 282 226 241 238 238 275 263 215 290 289 300 297 211 243 298 277 210 247 286 225 240 297 242 255 224 221 212 212 280 211 271 254 262 253 276 271 231 258 213 233 266 290 296 288 260 206 280 214 203 230 281 225 214 242 233 228 292 252 225 263 258 202];
w=[225 194 298 279 184 216 177 159 131 250 253 191 268 146 106 261 127 299 189 107 250 180 262 225 238 266 101 205 120 127 241 162 259 154 243 248 199 270 201 234 123 188 234 296 111 177 269 215 128 220 263 238 113 150 206 256 105 160 237 120 150 228 125 184 217 176 212 247 204 132 150 241 293 109 159 258 211 216 103 214 141 199 209 297 195];
t=[
[0 -1 -1 -1 -1 -1 360 -1 205 -1 -1 206 -1 183 379 -1 140 -1 -1 -1 -1 294 -1 -1 -1 -1 151 -1 -1 485 -1 -1 -1 -1 -1 315 -1 473 -1 -1 -1 488 -1 -1 373 -1 457 -1 -1 -1 -1 -1 -1 113 192 -1 -1 -1 -1 191 -1 -1 -1 -1 -1 -1 -1 454 -1 -1 -1 -1 474 -1 127 -1 -1 318 -1 -1 -1 -1 -1 -1 -1]
[-1 0 -1 -1 -1 414 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 448 292 203 -1 -1 -1 -1 -1 -1 -1 289 -1 -1 104 -1 -1 -1 380 374 -1 -1 -1 -1 -1 -1 -1 415 -1 435 -1 -1 -1 -1 -1 -1 479 -1 -1 -1 -1 115 139 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 164 -1 -1 -1 405 -1 -1 -1 -1 -1 127 -1 -1 -1 -1]
[-1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 221 -1 443 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 153 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 372 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 303 -1 384 -1 -1 -1 242 -1 -1 -1 -1]
[-1 -1 -1 0 -1 -1 -1 -1 -1 485 -1 132 -1 -1 -1 327 -1 -1 351 -1 473 -1 -1 210 -1 -1 -1 414 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 466 -1 399 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 455 -1 -1 196 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 459 -1 489 -1 483 424 -1 271 248 -1]
[-1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 179 -1 -1 -1 -1 -1 -1 311 -1 -1 -1 -1 -1 -1 291 410 208 307 -1 -1 -1 -1 -1 -1 -1 -1 -1 342 -1 -1 -1 336 -1 -1 -1 -1 -1 -1 453 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 103 -1 -1 319 -1 -1 -1 -1 -1 -1]
[-1 414 -1 -1 -1 0 -1 -1 -1 213 -1 188 -1 -1 180 -1 -1 -1 -1 -1 217 -1 -1 -1 -1 -1 -1 163 -1 316 -1 -1 -1 -1 458 -1 -1 -1 323 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 416 -1 -1 -1 -1 -1 -1 -1 -1 -1 382 -1 175 -1 -1 -1 -1 -1 -1 -1 -1 161 -1 -1 -1 -1 -1 -1 209 -1 -1 153]
[360 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 292 -1 -1 -1 -1 217 379 -1 -1 -1 289 435 -1 -1 -1 -1 -1 -1 -1 304 -1 164 -1 -1 -1 -1 -1 -1 -1 305 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 281 -1 291 -1 -1 258 362 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 161 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 0 -1 238 -1 -1 -1 -1 -1 -1 306 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 305 -1 432 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 147 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 352 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[205 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 344 -1 -1 467 339 -1 116 -1 -1 -1 -1 -1 179 322 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 169 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 431 -1 -1 -1 -1 -1 309 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 147 -1 -1 -1]
[-1 -1 -1 485 -1 213 -1 238 -1 0 -1 442 -1 -1 264 -1 -1 -1 -1 -1 -1 203 -1 -1 -1 -1 -1 -1 -1 -1 -1 316 -1 -1 194 -1 -1 -1 -1 -1 -1 243 -1 -1 235 -1 -1 -1 -1 -1 101 -1 -1 164 -1 -1 -1 436 -1 -1 -1 -1 192 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 232 164 -1 -1 -1 344 337 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 178 -1 151 -1 208 -1 -1 141 224 -1 -1 -1 -1 -1 -1 -1 -1 165 -1 413 -1 166 -1 -1 -1 193 388 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 396 -1 -1 -1 -1 -1 453 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[206 -1 -1 132 -1 188 -1 -1 -1 442 -1 0 -1 -1 -1 488 -1 -1 -1 -1 348 -1 -1 207 311 -1 -1 -1 -1 149 -1 -1 -1 -1 -1 269 -1 -1 -1 -1 -1 -1 -1 203 -1 -1 -1 -1 485 -1 113 311 -1 -1 -1 -1 -1 -1 373 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 273 -1 -1 268 -1 -1 -1 -1 -1 -1 -1 440 273 -1 384 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 267 -1 470 -1 -1 -1 -1 -1 -1 -1 -1 329 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 440 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 414 -1]
[183 -1 -1 -1 -1 -1 -1 -1 -1 -1 178 -1 -1 0 -1 372 179 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 422 440 -1 -1 -1 -1 -1 -1 -1 202 -1 155 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 375 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 226 -1 -1 -1 -1 -1 -1 238 -1 252 -1 -1 -1 -1 281 -1 469 -1]
[379 -1 -1 -1 -1 180 292 -1 -1 264 -1 -1 -1 -1 0 -1 -1 365 -1 -1 -1 -1 373 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 307 -1 415 -1 161 136 -1 -1 -1 -1 -1 -1 -1 -1 136 -1 -1 -1 -1 -1 -1 -1 369 -1 -1 -1 131 -1]
[-1 -1 -1 327 -1 -1 -1 -1 344 -1 151 488 -1 372 -1 0 222 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 284 -1 -1 -1 -1 334 -1 -1 -1 -1 -1 -1 -1 -1 343 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 177 -1 217 -1 321 -1 -1 -1 -1 -1 -1 -1 -1 282 -1 -1 -1 246 -1 -1 -1 -1 -1 -1 156]
