n=45;
m=45;
c=[284 295 204 251 256 250 222 230 250 231 222 267 268 226 247 200 224 277 295 249 287 231 277 232 288 244 256 265 219 248 266 239 291 291 258 259 272 283 294 251 291 266 241 278 207];
w=[160 107 274 226 115 198 132 221 244 131 121 223 144 152 114 182 250 129 204 205 275 149 106 117 295 155 158 150 138 162 249 289 197 152 283 169 299 197 297 169 125 286 288 227 262];
t=[
[0 -1 -1 -1 -1 485 -1 463 446 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 193 362 -1 415 -1 -1 -1 -1 182 -1 332 -1 114 -1 -1 -1 158 -1]
[-1 0 -1 -1 -1 -1 -1 112 267 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 348 -1 -1 -1 374 -1 -1 -1 163 -1 -1 230 148 452 -1 468 -1 343 -1 269 -1 -1 -1 -1]
[-1 -1 0 -1 -1 -1 -1 -1 -1 174 -1 -1 -1 -1 -1 -1 -1 196 -1 -1 -1 125 -1 -1 361 -1 -1 -1 -1 -1 -1 117 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 441 257 -1 -1 -1 -1 -1 -1 -1 -1 -1 127 -1 -1 -1 -1]
[-1 -1 -1 -1 0 -1 -1 -1 -1 -1 125 -1 -1 -1 299 -1 -1 -1 -1 -1 -1 -1 -1 208 -1 -1 -1 -1 -1 -1 163 341 -1 -1 -1 -1 -1 -1 -1 -1 260 -1 -1 253 -1]
[485 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 150 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 452 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 0 154 -1 106 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 354 471 -1 -1 -1 -1 -1 -1 -1 -1 485 -1 -1 -1 -1 -1]
[463 112 -1 -1 -1 -1 154 0 -1 -1 -1 -1 -1 -1 450 -1 -1 -1 103 -1 -1 476 -1 113 -1 -1 -1 -1 -1 -1 485 -1 -1 -1 -1 400 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[446 267 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 380 -1 -1 -1 -1 -1 -1 -1 -1 130 -1 -1 -1 -1 465 -1 -1 -1 -1 225 -1 -1 371 373 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 174 -1 -1 -1 106 -1 -1 0 386 -1 -1 -1 -1 -1 -1 -1 -1 137 -1 -1 -1 -1 -1 -1 -1 -1 -1 456 266 145 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 125 -1 -1 -1 -1 386 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 193 315 -1 -1 -1 -1 -1 -1 463 -1 173 451 169 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 244 -1 -1 230 175 191 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 496 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 150 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 272 -1 -1 -1 -1 -1 114 -1 150 -1 -1 -1 -1 -1 129 463 -1 119 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 455 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 139 -1 -1 -1 -1]
[-1 -1 -1 -1 299 -1 -1 450 380 -1 -1 -1 -1 -1 0 114 403 -1 118 -1 -1 -1 -1 -1 -1 -1 402 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 368 -1 -1 130 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 244 -1 -1 114 0 -1 -1 -1 -1 -1 -1 220 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 272 -1 403 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 198 -1 -1 -1 282 134 -1 -1 -1 -1 306 -1 -1 345 -1 -1 232 -1 -1]
[-1 -1 196 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 383 -1 -1 -1 -1 273 -1 -1 -1 -1 -1 220 -1 283 322 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 103 -1 -1 -1 230 -1 -1 118 -1 -1 -1 0 492 167 -1 -1 -1 393 -1 -1 -1 -1 -1 355 182 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 137 -1 175 -1 -1 -1 -1 -1 -1 492 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 157]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 191 -1 -1 -1 -1 -1 -1 167 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 486 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 348 125 -1 -1 -1 -1 476 -1 -1 -1 -1 -1 455 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 466 294 -1 369 -1 430 350 -1 -1 -1 -1 -1 -1 185 -1 -1 -1 333 -1 307]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 193 -1 114 -1 -1 220 -1 383 -1 -1 -1 -1 0 239 230 -1 -1 -1 -1 -1 -1 -1 -1 233 -1 -1 -1 -1 -1 -1 -1 304 -1 -1 -1]
[-1 -1 -1 -1 208 -1 -1 113 130 -1 315 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 239 0 -1 -1 -1 105 -1 -1 -1 379 -1 241 284 -1 -1 -1 383 -1 -1 -1 -1 -1 -1]
[-1 -1 361 -1 -1 -1 -1 -1 -1 -1 -1 -1 150 -1 -1 -1 -1 -1 393 -1 -1 -1 230 -1 0 -1 -1 429 344 -1 -1 -1 -1 -1 -1 498 -1 -1 -1 444 -1 -1 -1 -1 -1]
[-1 374 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 466 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 297 -1 -1 -1 102 -1 -1 -1 187 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 402 -1 198 -1 -1 -1 -1 294 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 453 -1 -1 428 -1 -1 -1 -1]
[193 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 273 -1 -1 -1 -1 -1 105 429 -1 -1 0 -1 152 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[362 -1 -1 -1 -1 -1 -1 -1 465 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 369 -1 -1 344 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 272 -1 -1 -1 -1 -1 -1 -1]
[-1 163 -1 441 -1 452 354 -1 -1 456 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 486 -1 -1 -1 -1 -1 -1 152 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 244 -1 130 -1 -1 -1]
[415 -1 -1 257 163 -1 471 485 -1 266 463 -1 129 -1 -1 -1 282 -1 355 -1 -1 430 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 246 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 117 -1 341 -1 -1 -1 -1 145 -1 -1 463 -1 -1 -1 134 -1 182 -1 -1 350 -1 379 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 495 -1 -1 -1 -1 -1 -1 -1]
[-1 230 -1 -1 -1 -1 -1 -1 -1 -1 173 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 385 -1 -1 -1 -1 -1 215 -1 -1 -1 -1]
[-1 148 -1 -1 -1 -1 -1 -1 225 -1 451 -1 119 -1 -1 -1 -1 220 -1 -1 -1 -1 233 241 -1 297 -1 -1 -1 -1 -1 -1 -1 0 -1 358 -1 -1 -1 -1 306 105 -1 -1 187]
[-1 452 -1 -1 -1 -1 -1 -1 -1 -1 169 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 284 -1 -1 -1 -1 -1 -1 -1 -1 385 -1 0 -1 -1 -1 -1 -1 -1 205 -1 -1 -1]
[182 -1 -1 -1 -1 -1 -1 400 -1 -1 -1 -1 -1 -1 -1 -1 -1 283 -1 -1 -1 -1 -1 -1 498 -1 -1 -1 -1 -1 246 -1 -1 358 -1 0 -1 -1 -1 487 -1 -1 428 -1 -1]
[-1 468 -1 -1 -1 -1 -1 -1 371 -1 -1 496 -1 -1 -1 -1 306 322 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1]
[332 -1 -1 -1 -1 -1 -1 -1 373 -1 -1 -1 -1 -1 368 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 102 453 -1 272 -1 -1 495 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1]
[-1 343 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 185 -1 383 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 339 102 -1 -1 -1]
[114 -1 -1 -1 -1 -1 485 -1 -1 -1 -1 -1 -1 -1 -1 -1 345 -1 -1 -1 -1 -1 -1 -1 444 -1 -1 -1 -1 244 -1 -1 -1 -1 -1 487 -1 -1 -1 0 -1 -1 -1 -1 -1]
[-1 269 -1 127 260 -1 -1 -1 -1 -1 -1 -1 -1 139 130 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 428 -1 -1 -1 -1 -1 215 306 -1 -1 -1 -1 339 -1 0 492 -1 -1 462]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 304 -1 -1 187 -1 -1 -1 130 -1 -1 -1 105 205 -1 -1 -1 102 -1 492 0 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 232 -1 -1 -1 -1 333 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 428 -1 -1 -1 -1 -1 -1 0 145 -1]
[158 -1 -1 -1 253 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 145 0 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 157 -1 307 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 187 -1 -1 -1 -1 -1 -1 462 -1 -1 -1 0]
];
