n=30;
m=30;
c=[253 235 241 285 236 252 287 202 299 288 295 286 288 251 220 267 268 295 219 218 206 208 288 279 263 200 283 258 226 226];
w=[167 185 162 257 165 235 198 179 196 254 186 158 200 207 235 101 220 257 144 284 265 124 160 299 255 182 191 293 228 238];
t=[
[0 -1 292 121 -1 -1 289 -1 250 -1 -1 453 -1 -1 105 -1 -1 446 -1 -1 -1 -1 -1 -1 -1 -1 281 -1 -1 -1]
[-1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 244 380 -1 -1 113 -1 139 -1 -1 -1 -1 -1 -1 -1 245 -1 -1 -1]
[292 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 152 468 -1 -1 -1 -1 -1 150 -1 -1 184 -1 -1]
[121 -1 -1 0 -1 -1 -1 -1 -1 433 -1 -1 -1 -1 245 -1 -1 -1 -1 -1 -1 -1 -1 -1 469 385 -1 200 -1 329]
[-1 -1 -1 -1 0 -1 -1 -1 372 -1 -1 -1 108 -1 -1 -1 -1 249 -1 -1 -1 450 -1 -1 -1 303 -1 -1 -1 452]
[-1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 210 -1 -1 208 -1 -1 -1 -1 -1 113 -1 -1 -1 -1 -1 -1 -1 -1]
[289 -1 -1 -1 -1 -1 0 496 -1 -1 -1 -1 -1 454 -1 -1 -1 -1 -1 -1 -1 258 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 496 0 -1 -1 -1 -1 -1 -1 264 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[250 -1 -1 -1 372 -1 -1 -1 0 -1 -1 496 333 -1 -1 -1 -1 -1 -1 -1 -1 349 214 -1 256 -1 471 -1 428 -1]
[-1 -1 -1 433 -1 -1 -1 -1 -1 0 -1 236 417 -1 261 -1 -1 -1 -1 -1 -1 -1 -1 425 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 266 -1 266 349 -1 -1 -1 -1 -1 -1 439 -1 167 198 174 -1 -1 -1]
[453 -1 -1 -1 -1 -1 -1 -1 496 236 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 376 -1 -1 -1 -1 -1 -1 174 -1 350]
[-1 244 -1 -1 108 210 -1 -1 333 417 266 -1 0 -1 -1 283 -1 365 203 -1 -1 -1 -1 -1 -1 -1 -1 -1 132 -1]
[-1 380 -1 -1 -1 -1 454 -1 -1 -1 -1 -1 -1 0 290 -1 283 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[105 -1 -1 245 -1 -1 -1 264 -1 261 266 -1 -1 290 0 -1 144 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 422 -1 -1]
[-1 -1 -1 -1 -1 208 -1 -1 -1 -1 349 -1 283 -1 -1 0 -1 463 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 418 -1]
[-1 113 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 283 144 -1 0 206 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 294 -1]
[446 -1 152 -1 249 -1 -1 -1 -1 -1 -1 -1 365 -1 -1 463 206 0 -1 -1 196 -1 490 -1 -1 -1 -1 -1 -1 -1]
[-1 139 468 -1 -1 -1 -1 -1 -1 -1 -1 -1 203 -1 -1 -1 -1 -1 0 465 -1 -1 -1 -1 -1 -1 -1 450 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 465 0 -1 187 -1 -1 -1 -1 346 -1 -1 497]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 376 -1 -1 -1 -1 -1 196 -1 -1 0 -1 367 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 450 113 258 -1 349 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 187 -1 0 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 214 -1 439 -1 -1 -1 -1 -1 -1 490 -1 -1 367 -1 0 -1 -1 -1 -1 334 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 425 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 401 -1]
[-1 -1 150 469 -1 -1 -1 -1 256 -1 167 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1]
[-1 -1 -1 385 303 -1 -1 -1 -1 -1 198 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1]
[281 245 -1 -1 -1 -1 -1 -1 471 -1 174 -1 -1 -1 -1 -1 -1 -1 -1 346 -1 -1 -1 -1 -1 -1 0 249 -1 -1]
[-1 -1 184 200 -1 -1 -1 -1 -1 -1 -1 174 -1 -1 422 -1 -1 -1 450 -1 -1 -1 334 -1 -1 -1 249 0 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 428 -1 -1 -1 132 -1 -1 418 294 -1 -1 -1 -1 -1 -1 401 -1 -1 -1 -1 0 -1]
[-1 -1 -1 329 452 -1 -1 -1 -1 -1 -1 350 -1 -1 -1 -1 -1 -1 -1 497 -1 -1 -1 -1 -1 -1 -1 -1 -1 0]
];
