n=70;
m=70;
c=[230 300 276 259 252 243 297 273 281 222 294 285 201 245 206 218 268 293 268 278 253 291 289 209 235 254 230 260 234 252 245 242 279 269 257 229 228 201 272 246 207 204 226 213 267 220 291 216 285 232 296 207 291 203 265 297 250 245 265 243 231 283 208 237 211 263 203 238 289 252];
w=[214 150 109 116 110 108 143 197 138 277 109 224 248 172 136 255 258 296 269 244 184 137 111 192 290 151 202 299 288 158 247 260 225 227 259 258 174 232 135 159 237 258 287 160 219 119 258 234 265 137 160 154 241 185 138 265 152 171 228 131 273 187 260 271 175 156 181 176 218 255];
t=[
[0 -1 344 223 -1 -1 178 -1 -1 -1 -1 -1 -1 -1 217 -1 -1 419 -1 -1 -1 350 -1 -1 -1 -1 482 -1 -1 -1 -1 -1 204 -1 -1 265 -1 -1 -1 469 -1 -1 -1 -1 -1 -1 -1 -1 -1 212 -1 -1 -1 -1 -1 -1 314 328 -1 -1 -1 -1 490 -1 -1 -1 -1 -1 -1 -1]
[-1 0 -1 -1 -1 -1 -1 -1 -1 188 -1 -1 -1 -1 -1 -1 423 -1 -1 -1 246 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 277 -1 -1 169 -1 420 -1 -1 -1 144 -1 -1 309 -1 398 -1 -1 -1 -1 -1 -1]
[344 -1 0 -1 -1 -1 -1 -1 -1 216 -1 -1 188 162 -1 -1 -1 -1 -1 -1 -1 437 260 121 -1 -1 217 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 488 342 -1 422 -1 143 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 108 -1 333 -1 -1 -1 -1 -1 -1 -1 -1]
[223 -1 -1 0 -1 -1 -1 -1 -1 -1 335 -1 -1 -1 -1 -1 -1 -1 -1 -1 466 -1 -1 -1 -1 -1 -1 -1 -1 396 -1 407 -1 375 -1 -1 -1 -1 -1 105 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 192 377 -1 -1 -1 -1 -1 -1 -1 406 -1 -1 216 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 0 -1 -1 -1 -1 347 -1 102 -1 -1 121 -1 367 -1 -1 -1 -1 495 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 385 -1 197 -1 -1 -1 -1 -1 276 142 -1 -1 186 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 112 -1 -1 -1 174 -1 424 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 0 -1 249 -1 -1 -1 -1 -1 -1 -1 -1 225 -1 -1 -1 -1 -1 307 -1 -1 -1 -1 -1 424 -1 233 -1 -1 -1 -1 -1 -1 -1 -1 141 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 348 -1 -1 394 -1 -1 -1 -1 -1 -1 -1 -1]
[178 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 193 296 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 197 169 -1 -1 -1 299 -1 -1 284 -1 -1 -1 224 -1 160 -1 -1 -1 -1 -1 -1 -1 -1 187 -1 -1 -1 208 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 261 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 249 -1 0 -1 -1 -1 -1 -1 302 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 172 -1 -1 415 431 118 129 -1 -1 -1 -1 116 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 258 -1 -1 349 -1 229 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 447 -1 -1 -1 -1 -1 -1 238 -1 -1 199 -1 240 378 -1 329 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 143 -1 184 -1 131 -1 105 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 372 -1 221 -1 -1 -1]
[-1 188 216 -1 347 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 121 -1 -1 -1 -1 -1 -1 304 -1 -1 -1 -1 375 -1 -1 -1 433 194 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 321 -1 -1 -1 338 268 240 -1 230 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 335 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 479 211 339 310 -1 201 -1 -1 -1 -1 -1 -1 -1 -1 222 -1 375 375 -1 -1 -1 -1 -1 386 307 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 268 -1 -1 276 451 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 102 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 264 -1 261 -1 -1 -1 -1 -1 -1 -1 -1 391 -1 471 -1 137 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 168 -1 -1 -1 -1 148 -1 -1 370 -1 -1 -1 292 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 188 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 160 381 -1 -1 -1 -1 -1 -1 239 -1 -1 -1 -1 -1 -1 481 -1 -1 -1 -1 -1 101 -1 -1 -1 -1 -1 -1 -1 -1 -1 379 -1 -1 -1 -1 -1 277 -1 -1 -1 -1 -1 -1]
[-1 -1 162 -1 -1 -1 -1 302 447 -1 -1 -1 -1 0 -1 -1 418 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 473 -1 -1 -1 -1 -1 343 -1 -1 -1 363 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 325 -1 -1 -1 -1 -1 -1]
[217 -1 -1 -1 121 -1 193 -1 -1 -1 479 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 482 -1 408 286 -1 -1 -1 -1 -1 135 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 382 371 -1 -1 -1 172 222 -1 -1 -1 -1 -1 -1 269 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 296 -1 -1 -1 211 -1 -1 -1 -1 0 -1 -1 -1 314 -1 322 -1 -1 -1 -1 -1 -1 225 -1 387 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 423 -1 -1 367 225 -1 -1 -1 -1 339 -1 -1 418 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 396 -1 -1 -1 215 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 263 423 434 -1 162 -1 -1 -1 278 -1 -1 -1 -1 -1 -1 -1 -1]
[419 -1 -1 -1 -1 -1 -1 -1 -1 -1 310 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 166 -1 -1 -1 -1 -1 -1 -1 -1 -1 253 -1 -1 357 -1 -1 401 290 -1 -1 -1 -1 430 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 344 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 196 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 445 -1 -1 -1 -1 -1 -1 406 -1 485 -1 287 -1 -1 -1 -1 -1 -1 137 391 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 221]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 201 -1 -1 -1 -1 314 -1 -1 -1 0 -1 -1 -1 214 -1 -1 -1 -1 -1 411 -1 -1 -1 -1 115 311 -1 330 -1 326 -1 409 -1 -1 160 292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 483 -1 -1]
[-1 246 -1 466 -1 -1 -1 -1 238 -1 -1 264 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 298 -1 -1 121 -1 -1 -1 363 416 -1 -1 243 465 -1 -1 -1 -1 -1 479 -1 -1 251 -1 -1 264 -1 -1 -1 -1 -1 226 -1 -1 -1 -1 -1 -1 -1 207 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[350 -1 437 -1 495 -1 -1 -1 -1 121 -1 -1 -1 -1 -1 322 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 160 472 -1 -1 -1 -1 -1 -1 -1 -1 -1 379 275 274 -1 -1 -1 -1 -1 -1 154 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 378 -1 374 -1 250 274 -1 -1 358 -1 -1]
[-1 -1 260 -1 -1 307 -1 -1 -1 -1 -1 261 -1 -1 -1 -1 -1 166 -1 -1 298 -1 0 -1 -1 -1 261 261 -1 -1 -1 -1 487 -1 -1 -1 -1 -1 280 -1 -1 -1 -1 480 -1 -1 -1 -1 -1 -1 -1 343 332 -1 -1 -1 -1 498 -1 -1 -1 -1 132 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 121 -1 -1 -1 -1 -1 199 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 214 -1 -1 -1 0 -1 468 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 331 -1 -1 437 378 -1 432 337 -1 -1 -1 191 -1 -1 -1 -1 -1 -1 -1 -1 490 -1 -1 304 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 295 -1 -1 -1 -1 -1 -1 150 161 284 202 -1 290 -1 -1 -1 -1 -1 -1 -1 -1 176 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 228 -1 255 116 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 240 -1 -1 -1 -1 -1 -1 -1 -1 -1 196 -1 121 -1 -1 468 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 213 444 437 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 298 -1 141 -1 125 -1 -1 -1 -1 -1]
[482 -1 217 -1 -1 -1 197 -1 378 -1 -1 -1 160 -1 482 -1 -1 -1 -1 -1 -1 -1 261 -1 -1 -1 0 -1 -1 -1 -1 199 -1 -1 -1 -1 -1 -1 -1 -1 -1 410 -1 -1 -1 -1 -1 -1 -1 -1 317 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 169 172 -1 -1 -1 -1 381 -1 -1 -1 -1 -1 -1 -1 -1 -1 261 -1 -1 -1 -1 0 302 -1 -1 -1 -1 400 254 -1 -1 -1 -1 -1 -1 -1 -1 -1 167 -1 -1 -1 -1 -1 -1 275 -1 500 -1 -1 -1 -1 -1 -1 -1 -1 -1 247 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 424 -1 -1 329 304 222 -1 -1 -1 408 225 -1 -1 -1 -1 -1 160 -1 -1 -1 -1 -1 302 0 449 -1 -1 -1 -1 -1 -1 479 461 232 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 253 -1 -1 -1 214 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 438 -1]
[-1 -1 -1 396 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 286 -1 -1 -1 -1 411 363 472 -1 -1 -1 -1 -1 -1 449 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 186 -1 -1 -1 -1 -1 -1 -1 396 -1 476 -1 -1 -1 -1 -1 240 143 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 233 -1 415 -1 -1 375 -1 -1 -1 -1 387 -1 -1 -1 -1 416 -1 -1 -1 295 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 437 -1 -1 -1 495 -1 -1 380 -1 -1 -1 -1 -1 -1 249 -1 -1 -1 -1 -1 -1 423 -1 -1 -1 145 -1 -1 -1 -1 -1 489 -1 -1]
[-1 -1 -1 407 -1 -1 299 431 -1 -1 375 391 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 199 -1 -1 -1 -1 0 136 -1 -1 -1 -1 -1 -1 -1 377 -1 -1 -1 -1 -1 -1 -1 -1 416 -1 -1 -1 462 -1 -1 -1 435 -1 -1 -1 -1 -1 -1 -1 125 -1 -1 -1 268]
[204 -1 -1 -1 -1 -1 -1 118 -1 -1 -1 -1 -1 -1 -1 -1 -1 253 -1 -1 -1 -1 487 -1 -1 -1 -1 -1 -1 -1 -1 136 0 -1 -1 -1 -1 -1 324 -1 312 -1 -1 -1 455 -1 -1 -1 -1 -1 478 -1 -1 -1 445 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 145 -1 -1 -1]
[-1 -1 -1 375 -1 -1 -1 129 -1 375 -1 471 -1 -1 -1 -1 -1 -1 -1 -1 243 -1 -1 -1 -1 -1 -1 400 -1 -1 -1 -1 -1 0 -1 -1 -1 413 -1 261 -1 -1 -1 402 -1 247 -1 100 163 -1 -1 -1 -1 -1 -1 -1 271 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
