n=100;
m=100;
c=[257 298 300 204 236 232 208 247 200 241 222 216 297 243 233 287 291 257 291 287 288 268 204 271 249 292 237 218 222 267 295 205 230 265 287 200 230 203 240 229 228 246 278 289 215 265 208 289 284 235 218 274 283 250 259 212 257 263 243 248 238 213 288 267 228 297 290 223 269 224 200 262 241 216 235 283 207 289 208 288 295 238 201 270 253 200 288 292 291 258 285 215 281 247 221 206 246 300 222 232];
w=[254 134 162 250 193 171 246 157 285 105 217 138 245 223 197 259 224 296 140 130 300 240 280 205 234 138 122 125 295 116 209 156 102 205 240 231 154 171 122 198 242 175 108 200 116 223 210 141 277 296 297 257 267 136 160 232 300 174 102 261 221 176 239 146 113 189 143 153 171 174 270 238 204 152 195 114 285 295 105 285 227 197 156 281 179 180 101 192 105 121 106 251 163 240 265 122 114 237 134 230];
t=[
[0 332 113 348 -1 451 -1 -1 -1 -1 -1 399 202 275 116 -1 -1 -1 130 -1 -1 465 -1 414 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 192 113 -1 -1 -1 -1 301 -1 -1 -1 -1 302 -1 366 -1 -1 -1 -1 -1 -1 -1 -1 -1 353 -1 -1 -1 -1 132 121 -1 -1 266 -1 -1 -1 -1 -1 328 121 294 425 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 207 -1 -1 -1 -1 270]
[332 0 -1 -1 -1 -1 -1 -1 121 226 190 -1 -1 -1 291 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 478 -1 346 -1 -1 -1 -1 -1 -1 -1 113 -1 -1 -1 -1 108 162 -1 -1 -1 -1 -1 241 -1 -1 -1 313 -1 185 433 -1 -1 -1 483 171 -1 -1 -1 -1 183 -1 337 -1 -1 -1 367 228 -1 424 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[113 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 364 -1 -1 -1 -1 -1 228 -1 -1 -1 -1 -1 -1 -1 -1 202 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 242 -1 -1 -1 278 -1 -1 -1 -1 -1 -1 -1 395 -1 -1 -1 -1 -1 -1 464 -1 -1 395 -1 -1 257 -1 -1 -1 -1 309 -1 -1 151 -1 -1 -1 -1 -1 187 -1 -1 475 -1 -1 -1 -1 -1 192 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[348 -1 -1 0 175 -1 -1 387 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 188 -1 373 -1 470 -1 -1 -1 -1 -1 -1 442 -1 -1 377 -1 -1 -1 -1 -1 124 -1 -1 -1 -1 -1 -1 -1 -1 281 -1 -1 448 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 211 -1 -1 -1 -1 -1 -1 -1 -1 294 266 -1 -1 -1 -1 -1 -1 125 -1 -1 -1 132 491 -1 -1 -1 -1 -1 -1 -1 266 -1 266 -1 -1 -1 -1]
[-1 -1 -1 175 0 -1 -1 -1 261 -1 153 -1 474 148 -1 173 -1 -1 434 -1 464 -1 -1 372 167 -1 -1 -1 -1 -1 -1 -1 252 -1 -1 345 -1 -1 -1 -1 -1 168 -1 318 -1 -1 -1 -1 -1 -1 232 391 281 -1 253 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 189 -1 -1 -1 -1 -1 263 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 436 -1 -1 -1 -1 156 -1 -1 490 -1 -1 -1 -1 -1 -1 -1]
[451 -1 -1 -1 -1 0 -1 -1 -1 -1 347 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 140 -1 395 -1 344 -1 -1 372 -1 -1 -1 -1 -1 -1 -1 -1 -1 440 -1 -1 -1 -1 312 -1 405 -1 142 416 -1 490 -1 -1 428 -1 -1 -1 -1 -1 -1 -1 -1 -1 341 139 -1 -1 -1 -1 -1 -1 -1 -1 284 -1 -1 -1 -1 496 -1 132 -1 -1 -1 487 -1 -1 -1 -1 -1 -1 -1 -1 452 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 430 273 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 305 389 404 -1 -1 -1 -1 -1 -1 -1 294 -1 -1 -1 250 366 -1 147 443 -1 117 -1 405 -1 -1 -1 -1 -1 153 -1 -1 379 -1 -1 -1 -1 -1 -1 452 -1 -1 -1 -1 -1 393 -1 -1 -1 -1 -1 -1 170 -1 226 -1 -1 -1 -1 -1 -1 -1 100 -1 -1 -1 -1 -1]
[-1 -1 -1 387 -1 -1 -1 0 -1 303 -1 -1 -1 -1 -1 -1 -1 -1 -1 477 -1 393 105 -1 -1 -1 472 -1 -1 -1 -1 288 -1 439 -1 -1 335 -1 -1 157 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 489 -1 -1 -1 -1 -1 -1 -1 430 -1 190 -1 -1 -1 137 -1 -1 187 490 -1 -1 103 -1 -1 455 -1 -1 -1 -1 -1 -1]
