n=100;
m=100;
c=[297 217 210 249 278 253 277 245 272 256 251 266 226 279 295 247 226 210 274 269 295 285 282 208 202 207 262 271 231 214 276 215 234 265 246 273 282 221 248 278 223 246 284 222 219 204 226 213 235 243 247 290 229 211 220 226 289 275 288 293 257 286 268 245 255 290 273 216 251 298 236 214 213 290 212 230 266 235 246 221 225 250 211 295 250 204 292 280 294 263 237 291 207 292 292 208 251 243 278 214];
w=[124 273 188 291 215 201 209 243 174 230 195 266 137 286 103 250 193 180 188 170 258 276 248 241 229 251 298 169 143 110 260 170 230 268 246 128 128 228 237 287 199 264 249 122 204 210 234 101 118 155 166 285 124 152 258 105 120 276 149 191 272 133 263 300 184 197 204 134 107 296 124 143 210 225 260 255 117 268 155 102 147 239 217 257 151 229 186 208 243 140 103 143 229 247 101 236 217 184 262 230];
t=[
[0 256 -1 -1 106 -1 -1 -1 -1 -1 -1 -1 -1 240 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 242 319 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 268 216 -1 -1 -1 -1 -1 -1 -1 -1 134 230 249 -1 -1 182 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 102 -1 317 142 -1 -1 277 -1 -1 -1 200 -1 -1 -1 -1 -1 201 495 203 316 -1 -1 -1 -1 -1 -1 246]
[256 0 -1 -1 486 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 222 -1 -1 -1 321 -1 -1 -1 -1 -1 -1 -1 -1 -1 194 467 375 196 -1 -1 -1 -1 -1 -1 -1 -1 361 -1 148 -1 -1 -1 -1 -1 -1 -1 -1 339 -1 -1 -1 -1 -1 -1 -1 -1 293 -1 -1 -1 -1 -1 -1 -1 159 -1 -1 -1 -1 -1 -1 172 288 -1 -1 -1 -1 -1 372 273 -1 -1 -1 -1 -1 116 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 459 -1 -1 219 -1 -1 307 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 280 -1 -1 -1 122 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 206 -1 -1 -1 -1 -1 -1 -1 381 -1 -1 -1 -1 -1 432 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 120 -1 439 -1 212 -1 -1 -1 -1 -1 -1 -1 -1 125 -1 -1 -1 357 483 -1 -1 -1 -1]
[-1 -1 -1 0 -1 309 -1 343 414 -1 -1 144 -1 -1 -1 -1 -1 -1 111 -1 -1 -1 -1 -1 -1 147 -1 268 -1 -1 -1 273 -1 424 313 410 -1 450 -1 -1 -1 -1 213 -1 -1 -1 458 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 483 455 -1 335 -1 457 -1 -1 -1 -1 -1 -1 247 -1 -1 348 250 -1 -1 -1 -1 -1 -1 -1 -1 269 -1 -1 454 -1 -1 -1 414 -1 164 -1 -1 -1]
[106 486 -1 -1 0 -1 433 -1 382 -1 -1 -1 -1 -1 -1 -1 203 -1 -1 -1 416 -1 -1 -1 -1 -1 -1 -1 459 -1 -1 131 -1 -1 -1 -1 492 -1 -1 -1 -1 -1 485 173 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 273 448 -1 -1 150 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 274 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 257 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 309 -1 0 -1 -1 -1 -1 -1 -1 431 440 -1 -1 267 -1 -1 -1 -1 -1 225 -1 -1 275 -1 -1 -1 -1 401 -1 285 -1 -1 -1 -1 -1 -1 -1 231 -1 -1 -1 -1 -1 -1 467 139 188 476 -1 -1 -1 -1 -1 -1 -1 341 -1 -1 -1 -1 -1 -1 -1 298 217 -1 -1 -1 -1 -1 338 119 -1 -1 -1 -1 -1 -1 -1 260 -1 -1 -1 -1 -1 -1 -1 363 -1 -1 -1 -1 -1 195 -1 -1 -1]
[-1 -1 -1 -1 433 -1 0 -1 -1 -1 -1 -1 -1 -1 -1 449 -1 -1 -1 -1 -1 -1 249 -1 -1 -1 -1 -1 -1 175 -1 -1 -1 277 -1 -1 -1 -1 -1 -1 225 -1 295 -1 -1 174 -1 444 -1 -1 319 -1 -1 -1 -1 -1 -1 -1 379 -1 -1 -1 360 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 173 -1 -1 -1 -1 345 -1 -1 -1 -1 -1 -1 -1 -1 -1 437 -1 -1 307 380 -1 367 -1 -1]
[-1 -1 -1 343 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 341 -1 -1 -1 -1 162 -1 -1 -1 224 101 -1 -1 382 -1 -1 -1 -1 290 -1 -1 -1 -1 -1 261 -1 -1 -1 -1 -1 -1 164 341 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 270 -1 -1 450 -1 472 487 -1 220 -1 -1 -1 -1 -1 -1 224 -1 -1 -1 -1 -1 -1 -1 -1 300 -1 -1 187 -1 329 -1 -1 -1 -1 -1 208 437 179 -1 -1 -1 -1]
[-1 -1 -1 414 382 -1 -1 -1 0 -1 -1 292 -1 448 -1 -1 -1 -1 -1 -1 -1 127 490 -1 270 -1 -1 -1 160 -1 -1 -1 -1 -1 -1 -1 498 -1 -1 -1 -1 -1 178 -1 -1 -1 245 -1 -1 -1 385 271 -1 -1 323 -1 -1 -1 -1 -1 -1 -1 397 -1 -1 -1 -1 -1 -1 436 369 -1 -1 -1 -1 189 -1 -1 -1 -1 297 -1 -1 235 -1 115 249 -1 244 -1 221 -1 -1 -1 -1 -1 -1 -1 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 497 -1 -1 -1 -1 -1 -1 -1 382 -1 -1 -1 -1 368 -1 -1 -1 -1 -1 151 374 -1 -1 433 -1 -1 261 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 309 -1 -1 -1 -1 -1 -1 -1 -1 -1 478 120 308 444 147 -1 -1 486 -1 -1 -1 -1 -1 -1 -1 331 -1 -1 294 -1 252 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 344 394 -1 234 -1 -1]
[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 227 -1 443 -1 -1 -1 -1 -1 -1 -1 -1 375 278 -1 -1 330 -1 418 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 199 -1 -1 -1 -1 -1 -1 -1 342 -1 202 209 -1 -1 -1 -1 268 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 401 -1 -1 -1 -1 -1 145 168 -1 -1 -1 403 -1 254 335 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]
